species	strain	sex	two_choice	preference_index	%_feeding	assay_type
D. melanogaster	Canton-S	female	50mM sucrose vs 50mM sucrose	0.25	0.8	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose vs 50mM sucrose	0	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	0.0588235294117647	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	-0.1111111111111111	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	0.4705882352941176	0.85	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	0.05263157894736842	0.95	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	0.18181818181818185	0.55	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	-0.07142857142857142	0.736842105263158	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	0.15	1	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	0	0.95	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	-0.05263157894736842	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.7142857142857143	0.7	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.8571428571428571	0.7	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.8333333333333334	0.6	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.5555555555555556	0.44999999999999996	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.6363636363636364	0.5789473684210527	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-1	0.44999999999999996	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.25	0.631578947368421	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.38461538461538464	0.6842105263157895	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0	0.8421052631578947	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.5	0.30000000000000004	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.4545454545454546	0.55	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.15384615384615383	0.65	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.8	0.25	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0	0.050000000000000044	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.2727272727272727	0.5789473684210527	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.2307692307692308	0.65	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.38461538461538464	0.65	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.7142857142857143	0.35	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.16666666666666666	0.6	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	-0.4615384615384616	0.65	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs grape juice	-0.5789473684210527	0.95	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.5	1	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.47619047619047616	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	-0.07692307692307693	0.65	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	-0.26666666666666666	0.7894736842105263	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	0.14285714285714285	0.7777777777777778	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.6842105263157895	0.95	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	0.5	0.9473684210526316	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.45	1	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.7	1	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.8	1	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.6	1	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.7368421052631579	0.95	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.5	1	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.65	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	0.45	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	0.3157894736842105	0.95	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.05	1	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	-0.1111111111111111	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.7058823529411765	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs grape juice	-0.9411764705882352	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs grape juice	-0.6842105263157895	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs grape juice	-0.7	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs grape juice	-0.55	1	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.631578947368421	0.9047619047619048	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.8421052631578947	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.85	1	petri dish colorimetric
D. melanogaster	Canton-S	male	noni juice vs grape juice	-0.6190476190476191	1	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.35	1	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.10526315789473684	0.95	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.05555555555555555	0.9	petri dish colorimetric
D. sechellia	07	female	noni juice vs grape juice	0.35	1	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.47368421052631576	0.95	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.45	1	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.3333333333333333	0.9473684210526316	petri dish colorimetric
D. simulans	04	female	noni juice vs grape juice	-0.6111111111111112	0.9473684210526316	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.5789473684210527	0.95	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.9	1	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-1	1	petri dish colorimetric
D. simulans	04	male	noni juice vs grape juice	-0.7894736842105263	0.95	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.6	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.4117647058823529	0.8947368421052632	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.05263157894736842	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	-0.05	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	-0.35	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.75	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	0.21052631578947367	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	0.05	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	0.35	1	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.2	1	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.2631578947368421	1	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.15789473684210523	0.95	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.5294117647058824	0.85	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.631578947368421	0.95	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.3888888888888889	0.9	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.625	0.8	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	-0.17647058823529413	0.85	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	0	0.7	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	0	0.85	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.55	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.95	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.75	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.5555555555555556	0.9	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.65	1	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.55	1	petri dish colorimetric
D. melanogaster	Oregon-R	male	noni juice vs grape juice	-0.4444444444444444	0.9473684210526316	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	-0.45	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	-0.05263157894736842	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs grape juice	-0.15	1	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	0.21428571428571427	0.7	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.5263157894736842	0.95	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.7	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-1	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.6	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.55	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.6	1	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	0.0588235294117647	0.85	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	-0.3888888888888889	0.9	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.3157894736842105	0.95	petri dish colorimetric
D. sechellia	28	female	noni juice vs grape juice	0.6666666666666666	0.75	petri dish colorimetric
D. sechellia	28	male	noni juice vs grape juice	0.2631578947368421	0.95	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.45	1	petri dish colorimetric
D. simulans	196	female	noni juice vs grape juice	-0.55	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.5	1	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.5555555555555556	0.9	petri dish colorimetric
D. simulans	196	male	noni juice vs grape juice	-0.6	1	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.3333333333333333	0.9	petri dish colorimetric
D. sechellia	07	male	noni juice vs grape juice	0.29411764705882354	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.5789473684210527	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.29411764705882354	0.8947368421052632	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0	0.9	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0.15789473684210523	0.95	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.95	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.9	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.8235294117647058	0.8947368421052632	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.6	0.7894736842105263	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.3	1	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.25	1	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.7	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.6842105263157895	0.95	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.6	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.75	1	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0.06666666666666667	0.8333333333333334	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0.125	0.8888888888888888	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.2	0.7894736842105263	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.42857142857142855	0.7777777777777778	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.2	0.5555555555555556	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.6875	0.8888888888888888	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.9	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.5263157894736842	1	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.7142857142857143	0.7777777777777778	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.4444444444444444	0.4736842105263158	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.75	0.6666666666666667	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.5789473684210527	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.8421052631578947	1	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.4375	0.8	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.5555555555555556	0.9473684210526316	petri dish colorimetric
D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	-0.6666666666666666	1	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.1111111111111111	0.9473684210526316	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0	0.8	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	0.13333333333333333	0.8333333333333334	petri dish colorimetric
D. simulans	04	female	noni juice vs 200mM sucrose	-0.17647058823529413	0.85	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.8125	0.8	petri dish colorimetric
D. sechellia	07	female	noni juice vs 200mM sucrose	0.8947368421052632	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.3684210526315789	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.631578947368421	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.4	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.4444444444444444	0.9473684210526316	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.6666666666666666	0.9	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.14285714285714285	0.736842105263158	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.625	0.8888888888888888	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.5	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.6666666666666666	0.75	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.7	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.631578947368421	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.3684210526315789	1	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.5555555555555556	0.9	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.5	0.6	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0	0.9545454545454546	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0	0.8421052631578947	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.5238095238095238	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.45	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.6	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.6111111111111112	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.6470588235294118	0.85	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.8125	0.8	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.8125	0.8888888888888888	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.75	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.8	1	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.6428571428571429	0.7	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.6428571428571429	0.736842105263158	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.8571428571428571	0.7	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.1	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.4	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.2631578947368421	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.35	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.7	1	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.8235294117647058	0.85	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.6666666666666666	0.9	petri dish colorimetric
D. simulans	196	female	noni juice vs 200mM sucrose	-0.65	1	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.7692307692307693	0.6842105263157895	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.7142857142857143	0.736842105263158	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.8	0.5555555555555556	petri dish colorimetric
D. sechellia	28	female	noni juice vs 200mM sucrose	0.7333333333333333	0.7894736842105263	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.5789473684210527	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.42105263157894735	0.95	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.25	1	petri dish colorimetric
D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	-0.2	1	petri dish colorimetric
D. sechellia	07	female	50mM sucrose vs 50mM sucrose	0.05	1	petri dish colorimetric
D. sechellia	07	female	50mM sucrose vs 50mM sucrose	0.05555555555555555	0.9	petri dish colorimetric
D. sechellia	07	male	50mM sucrose vs 50mM sucrose	0.15789473684210523	0.95	petri dish colorimetric
D. sechellia	07	male	50mM sucrose vs 50mM sucrose	0	0.8	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose vs 50mM sucrose	0.25	0.8	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose vs 50mM sucrose	0	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	0.0588235294117647	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	-0.1111111111111111	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose vs 50mM sucrose	0.4705882352941176	0.85	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	0.05263157894736842	0.95	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	0.18181818181818185	0.55	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 50mM sucrose	-0.07142857142857142	0.736842105263158	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	0.15	1	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	0	0.95	petri dish colorimetric
D. simulans	04	female	50mM sucrose vs 50mM sucrose	-0.05263157894736842	0.95	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.05555555555555555	0.9	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	0.2777777777777778	0.9	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	0.2222222222222222	0.9473684210526316	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	0.375	0.8421052631578947	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	0.5	0.9	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.6111111111111112	0.9	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.6875	0.8	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.5333333333333333	0.75	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.15789473684210523	0.95	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.4444444444444444	0.9	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.4444444444444444	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.4444444444444444	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.4666666666666667	0.75	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.35294117647058826	0.8947368421052632	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.0588235294117647	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	-0.35	0.9523809523809523	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.1% octanoic acid vs 50mM sucrose	0.06666666666666667	0.75	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.25	1	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.15	1	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	0	0.7	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	0.38461538461538464	0.65	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	0.4	0.5263157894736843	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.05	1	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.1111111111111111	0.9	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.2222222222222222	0.9	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	0.10526315789473684	0.95	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.05555555555555555	0.9473684210526316	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.6	1	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.5789473684210527	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.65	1	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.10526315789473684	0.9047619047619048	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	0.2	0.5263157894736843	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.01% octanoic acid vs 50mM sucrose	-0.2222222222222222	0.9	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0.16666666666666666	0.9	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0	0.85	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0.07142857142857142	0.7	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.42105263157894735	0.95	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0.05	1	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.4	0.7894736842105263	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.17647058823529413	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.17647058823529413	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.05263157894736842	0.95	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.21428571428571427	0.736842105263158	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.42857142857142855	0.736842105263158	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.4117647058823529	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.6923076923076923	0.65	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.4705882352941176	0.8947368421052632	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	-0.0625	0.8421052631578947	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0.125	0.8	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% octanoic acid vs 50mM sucrose	0.2222222222222222	0.9473684210526316	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 5mM sucrose	0.875	0.8	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 5mM sucrose	0.6923076923076923	0.6842105263157895	petri dish colorimetric
D. simulans	04	male	50mM sucrose vs 5mM sucrose	0.9473684210526316	0.95	petri dish colorimetric
